

Number	Group	Conceptual Use
9	1	3.66667
9	0	4.83333
9	1	4.44136
9	0	4.71512
9	0	4.16667
9	1	4.62483
9	1	5
9	1	4.12208
9	1	3.99141
9	1	4.16667
9	0	5
9	1	5
9	0	4.5
9	0	4.33333
9	0	4.94863
9	0	4.83427
9	0	4.53779
9	1	4.09705
9	1	4.46327
9	1	5
9	1	5
9	1	4.25
9	1	3.16667
9	1	5
9	1	4.5
9	1	4
9	1	4.08361
9	1	5
9	0	4.20343
9	0	5.50251
9	0	3.78922
9	0	4.5
9	1	5.24723
9	1	3.85988
9	0	5.03331
9	1	4.26322
9	1	3.81364
9	0	4
9	0	4.98385
9	0	3.55161
9	1	5
9	1	5.13322
9	1	4.33333
9	1	4.83706
9	1	4
9	0	3.66667
9	0	4.70453
9	1	4.63715
9	1	5.21113
9	0	4.44479
9	0	5.11534
9	0	4.90818
9	0	5.12284
9	0	4.99367
10	0	4.16667
10	1	4.88902
10	0	5.23205
10	0	5
10	0	5
10	0	3.66667
10	0	4.80233
10	0	4
10	0	4.33333
10	0	5
10	0	5
10	1	3.76871
10	0	4.33333
10	0	4.77677
10	1	5
10	1	4.6607
10	0	4.47364
10	1	3.79697
10	1	4.50122
10	0	5.09758
10	0	4.60054
10	0	4.83333
10	1	5.37988
10	1	4.31445
10	0	3.9822
10	1	5
10	1	4.95397
10	0	5.25403
10	0	4.56139
10	0	4.72053
10	1	5
10	1	5
10	1	3.33333
10	1	4.83333
10	0	4.35101
10	1	4.49808
10	0	4.19282
10	1	4.5
10	1	4.33333
10	1	5
10	0	5
10	0	5
10	1	3.66667
10	0	4.83333
10	1	4.13729
10	0	4.65222
10	0	4.16667
10	1	4.94063
10	1	5
10	1	4.60911
10	1	3.96525
10	1	4.16667
10	0	5
10	1	5
10	0	4.5
10	0	4.33333
10	0	4.66611
10	0	5.01475
10	0	4.69912
10	1	3.8474
10	1	4.48348
10	1	5
10	1	5
10	1	4.25
10	1	3.16667
10	1	5
10	1	4.5
10	1	4
10	1	4.22417
10	1	5
10	0	4.6863
10	0	5.13286
10	0	4.7932
10	0	4.5
10	1	4.58121
10	1	4.64761
10	0	5.07976
10	1	4.85881
10	1	3.68107
10	0	4
10	0	4.75022
10	0	4.60958
10	1	5
10	1	5.39273
10	1	4.33333
10	1	5.32065
10	1	4
10	0	3.66667
10	0	4.35965
10	1	4.65064
10	1	4.65416
10	0	4.38689
10	0	4.94415
10	0	4.20275
10	0	4.66462
10	0	4.61716
11	0	4.16667
11	1	5.21112
11	0	4.75253
11	0	5
11	0	5
11	0	3.66667
11	0	4.62035
11	0	4
11	0	4.33333
11	0	5
11	0	5
11	1	4.03441
11	0	4.33333
11	0	5.43288
11	1	5
11	1	3.82417
11	0	4.6969
11	1	4.74518
11	1	5.10031
11	0	4.27122
11	0	4.12523
11	0	4.83333
11	1	4.91445
11	1	4.58724
11	0	4.24329
11	1	5
11	1	5.04334
11	0	4.75608
11	0	4.54083
11	0	3.57294
11	1	5
11	1	5
11	1	3.33333
11	1	4.83333
11	0	4.23107
11	1	4.25446
11	0	4.17693
11	1	4.5
11	1	4.33333
11	1	5
11	0	5
11	0	5
11	1	3.66667
11	0	4.83333
11	1	4.23264
11	0	4.6619
11	0	4.16667
11	1	4.7856
11	1	5
11	1	4.25146
11	1	4.1463
11	1	4.16667
11	0	5
11	1	5
11	0	4.5
11	0	4.33333
11	0	5.03313
11	0	4.96185
11	0	4.0469
11	1	4.4974
11	1	5.12701
11	1	5
11	1	5
11	1	4.25
11	1	3.16667
11	1	5
11	1	4.5
11	1	4
11	1	4.25868
11	1	5
11	0	4.59224
11	0	5.18353
11	0	4.92157
11	0	4.5
11	1	5.2232
11	1	3.78038
11	0	5.04813
11	1	4.51234
11	1	3.89974
11	0	4
11	0	4.75572
11	0	3.94714
11	1	5
11	1	4.93936
11	1	4.33333
11	1	5.03457
11	1	4
11	0	3.66667
11	0	4.51279
11	1	4.53287
11	1	4.51116
11	0	5.05858
11	0	4.71366
11	0	4.37881
11	0	5.33886
11	0	4.83852
12	0	4.16667
12	1	4.96926
12	0	4.37326
12	0	5
12	0	5
12	0	3.66667
12	0	4.28542
12	0	4
12	0	4.33333
12	0	5
12	0	5
12	1	3.4969
12	0	4.33333
12	0	5.25071
12	1	5
12	1	3.88167
12	0	3.67523
12	1	4.08992
12	1	4.0215
12	0	4.08105
12	0	4.59779
12	0	4.83333
12	1	5.14613
12	1	4.29279
12	0	3.3095
12	1	5
12	1	4.08963
12	0	4.22961
12	0	4.51831
12	0	4.30671
12	1	5
12	1	5
12	1	3.33333
12	1	4.83333
12	0	3.87894
12	1	4.79918
12	0	4.1417
12	1	4.5
12	1	4.33333
12	1	5
12	0	5
12	0	5
12	1	3.66667
12	0	4.83333
12	1	3.3752
12	0	3.95607
12	0	4.16667
12	1	4.61977
12	1	5
12	1	4.2793
12	1	3.85424
12	1	4.16667
12	0	5
12	1	5
12	0	4.5
12	0	4.33333
12	0	4.79469
12	0	4.97123
12	0	4.50423
12	1	4.22004
12	1	4.52007
12	1	5
12	1	5
12	1	4.25
12	1	3.16667
12	1	5
12	1	4.5
12	1	4
12	1	3.37829
12	1	5
12	0	3.84833
12	0	5.52234
12	0	3.93197
12	0	4.5
12	1	5.01886
12	1	4.56082
12	0	5.06945
12	1	4.628
12	1	3.83682
12	0	4
12	0	4.83026
12	0	4.21521
12	1	5
12	1	4.59285
12	1	4.33333
12	1	4.69379
12	1	4
12	0	3.66667
12	0	4.15062
12	1	4.51146
12	1	4.88389
12	0	4.38886
12	0	5.11154
12	0	5.526
12	0	4.40414
12	0	5.55989
13	0	4.16667
13	1	4.79664
13	0	5.14864
13	0	5
13	0	5
13	0	3.66667
13	0	4.89839
13	0	4
13	0	4.33333
13	0	5
13	0	5
13	1	3.77859
13	0	4.33333
13	0	5.64364
13	1	5
13	1	4.17873
13	0	4.60949
13	1	3.75757
13	1	4.60245
13	0	4.61297
13	0	4.42498
13	0	4.83333
13	1	4.78226
13	1	4.29491
13	0	4.08292
13	1	5
13	1	4.79906
13	0	4.6933
13	0	4.89048
13	0	5.05595
13	1	5
13	1	5
13	1	3.33333
13	1	4.83333
13	0	4.47999
13	1	4.27523
13	0	4.13793
13	1	4.5
13	1	4.33333
13	1	5
13	0	5
13	0	5
13	1	3.66667
13	0	4.83333
13	1	3.73541
13	0	4.45395
13	0	4.16667
13	1	4.96949
13	1	5
13	1	3.95253
13	1	4.02735
13	1	4.16667
13	0	5
13	1	5
13	0	4.5
13	0	4.33333
13	0	5.03193
13	0	5.10562
13	0	4.23662
13	1	4.21426
13	1	4.59339
13	1	5
13	1	5
13	1	4.25
13	1	3.16667
13	1	5
13	1	4.5
13	1	4
13	1	4.28857
13	1	5
13	0	4.26444
13	0	4.84696
13	0	4.50454
13	0	4.5
13	1	5.15986
13	1	4.35866
13	0	4.96377
13	1	4.10892
13	1	4.30972
13	0	4
13	0	4.88206
13	0	4.06892
13	1	5
13	1	4.95262
13	1	4.33333
13	1	4.1932
13	1	4
13	0	3.66667
13	0	4.52578
13	1	4.51665
13	1	4.35872
13	0	4.57243
13	0	4.80936
13	0	4.42874
13	0	5.54194
13	0	5.80675
14	0	4.16667
14	1	4.63221
14	0	4.23989
14	0	5
14	0	5
14	0	3.66667
14	0	5.04848
14	0	4
14	0	4.33333
14	0	5
14	0	5
14	1	4.22251
14	0	4.33333
14	0	5.18892
14	1	5
14	1	4.75395
14	0	3.7955
14	1	4.34901
14	1	4.74434
14	0	4.45547
14	0	4.11274
14	0	4.83333
14	1	4.82195
14	1	5.00868
14	0	3.56037
14	1	5
14	1	4.99705
14	0	4.9493
14	0	4.51362
14	0	4.8222
14	1	5
14	1	5
14	1	3.33333
14	1	4.83333
14	0	4.24799
14	1	3.86625
14	0	4.13843
14	1	4.5
14	1	4.33333
14	1	5
14	0	5
14	0	5
14	1	3.66667
14	0	4.83333
14	1	4.3865
14	0	4.37672
14	0	4.16667
14	1	4.81984
14	1	5
14	1	3.94873
14	1	5.102
14	1	4.16667
14	0	5
14	1	5
14	0	4.5
14	0	4.33333
14	0	5.23196
14	0	4.56125
14	0	4.07078
14	1	4.48737
14	1	4.31151
14	1	5
14	1	5
14	1	4.25
14	1	3.16667
14	1	5
14	1	4.5
14	1	4
14	1	4.13553
14	1	5
14	0	4.60233
14	0	4.7061
14	0	4.03738
14	0	4.5
14	1	4.56962
14	1	4.75055
14	0	4.99391
14	1	4.00297
14	1	4.34072
14	0	4
14	0	4.10489
14	0	4.07795
14	1	5
14	1	4.72429
14	1	4.33333
14	1	4.73825
14	1	4
14	0	3.66667
14	0	4.28596
14	1	4.57463
14	1	4.43289
14	0	4.13243
14	0	4.90599
14	0	4.95918
14	0	5.22265
14	0	5.08591
15	0	4.16667
15	1	4.92921
15	0	4.4703
15	0	5
15	0	5
15	0	3.66667
15	0	4.30632
15	0	4
15	0	4.33333
15	0	5
15	0	5
15	1	3.66268
15	0	4.33333
15	0	5.27975
15	1	5
15	1	3.72237
15	0	3.86071
15	1	4.43616
15	1	4.30439
15	0	5.0049
15	0	3.64276
15	0	4.83333
15	1	4.69542
15	1	4.87172
15	0	3.4136
15	1	5
15	1	4.70983
15	0	4.70535
15	0	4.63677
15	0	3.51318
15	1	5
15	1	5
15	1	3.33333
15	1	4.83333
15	0	4.08375
15	1	4.35675
15	0	4.23604
15	1	4.5
15	1	4.33333
15	1	5
15	0	5
15	0	5
15	1	3.66667
15	0	4.83333
15	1	3.73057
15	0	4.73412
15	0	4.16667
15	1	4.8434
15	1	5
15	1	3.53016
15	1	3.99104
15	1	4.16667
15	0	5
15	1	5
15	0	4.5
15	0	4.33333
15	0	4.84438
15	0	5.18864
15	0	4.77919
15	1	4.17599
15	1	4.1434
15	1	5
15	1	5
15	1	4.25
15	1	3.16667
15	1	5
15	1	4.5
15	1	4
15	1	3.8232
15	1	5
15	0	4.6673
15	0	4.34868
15	0	4.46674
15	0	4.5
15	1	4.75549
15	1	3.95386
15	0	5.07058
15	1	5.01723
15	1	3.56886
15	0	4
15	0	4.87081
15	0	3.86336
15	1	5
15	1	4.72259
15	1	4.33333
15	1	4.52676
15	1	4
15	0	3.66667
15	0	3.93945
15	1	4.45623
15	1	4.83134
15	0	4.55737
15	0	4.45722
15	0	5.43412
15	0	5.47504
15	0	4.95268
16	0	4.16667
16	1	4.69854
16	0	4.54775
16	0	5
16	0	5
16	0	3.66667
16	0	4.80617
16	0	4
16	0	4.33333
16	0	5
16	0	5
16	1	3.54534
16	0	4.33333
16	0	4.8112
16	1	5
16	1	5.37113
16	0	4.65024
16	1	4.41509
16	1	5.31847
16	0	4.1926
16	0	4.20214
16	0	4.83333
16	1	5.09531
16	1	4.77711
16	0	4.05735
16	1	5
16	1	5.22478
16	0	5.23816
16	0	4.3949
16	0	4.27519
16	1	5
16	1	5
16	1	3.33333
16	1	4.83333
16	0	4.09306
16	1	5.06647
16	0	4.23703
16	1	4.5
16	1	4.33333
16	1	5
16	0	5
16	0	5
16	1	3.66667
16	0	4.83333
16	1	3.5352
16	0	5.69922
16	0	4.16667
16	1	4.26142
16	1	5
16	1	4.30331
16	1	4.51488
16	1	4.16667
16	0	5
16	1	5
16	0	4.5
16	0	4.33333
16	0	4.86572
16	0	4.87558
16	0	4.16304
16	1	4.39657
16	1	4.85226
16	1	5
16	1	5
16	1	4.25
16	1	3.16667
16	1	5
16	1	4.5
16	1	4
16	1	4.08417
16	1	5
16	0	5.06633
16	0	5.02186
16	0	4.01987
16	0	4.5
16	1	4.70405
16	1	4.90414
16	0	5.06003
16	1	4.11398
16	1	4.19398
16	0	4
16	0	4.51306
16	0	3.55398
16	1	5
16	1	5.59151
16	1	4.33333
16	1	4.75321
16	1	4
16	0	3.66667
16	0	4.25874
16	1	4.53117
16	1	4.88218
16	0	4.74856
16	0	4.80568
16	0	5.248
16	0	4.71428
16	0	4.95007
17	0	4.16667
17	1	4.72667
17	0	4.67494
17	0	5
17	0	5
17	0	3.66667
17	0	4.89454
17	0	4
17	0	4.33333
17	0	5
17	0	5
17	1	3.72417
17	0	4.33333
17	0	5.32549
17	1	5
17	1	5.29337
17	0	4.50695
17	1	4.5044
17	1	4.57612
17	0	4.54032
17	0	3.90521
17	0	4.83333
17	1	4.30674
17	1	5.15498
17	0	4.40432
17	1	5
17	1	5.15191
17	0	4.63474
17	0	4.28368
17	0	4.70071
17	1	5
17	1	5
17	1	3.33333
17	1	4.83333
17	0	4.28275
17	1	4.36603
17	0	4.06329
17	1	4.5
17	1	4.33333
17	1	5
17	0	5
17	0	5
17	1	3.66667
17	0	4.83333
17	1	4.21117
17	0	4.72369
17	0	4.16667
17	1	5.07132
17	1	5
17	1	4.12267
17	1	4.43999
17	1	4.16667
17	0	5
17	1	5
17	0	4.5
17	0	4.33333
17	0	5.11212
17	0	4.73938
17	0	4.13627
17	1	3.83732
17	1	4.48441
17	1	5
17	1	5
17	1	4.25
17	1	3.16667
17	1	5
17	1	4.5
17	1	4
17	1	3.95846
17	1	5
17	0	4.76405
17	0	5.24528
17	0	4.40428
17	0	4.5
17	1	4.44789
17	1	4.14652
17	0	5.06267
17	1	4.05917
17	1	3.67005
17	0	4
17	0	4.40605
17	0	4.45911
17	1	5
17	1	4.10993
17	1	4.33333
17	1	4.44482
17	1	4
17	0	3.66667
17	0	4.46431
17	1	4.59217
17	1	4.09939
17	0	4.24496
17	0	5.10761
17	0	4.69555
17	0	5.05844
17	0	4.93098
18	0	4.16667
18	1	4.86384
18	0	4.48029
18	0	5
18	0	5
18	0	3.66667
18	0	4.60727
18	0	4
18	0	4.33333
18	0	5
18	0	5
18	1	3.87138
18	0	4.33333
18	0	5.1704
18	1	5
18	1	5.09221
18	0	3.14807
18	1	4.39225
18	1	4.71166
18	0	3.72272
18	0	4.60607
18	0	4.83333
18	1	4.75198
18	1	4.58869
18	0	3.86365
18	1	5
18	1	4.86381
18	0	3.7541
18	0	3.85099
18	0	3.29469
18	1	5
18	1	5
18	1	3.33333
18	1	4.83333
18	0	3.92188
18	1	4.81249
18	0	4.13576
18	1	4.5
18	1	4.33333
18	1	5
18	0	5
18	0	5
18	1	3.66667
18	0	4.83333
18	1	4.16338
18	0	4.28542
18	0	4.16667
18	1	4.93793
18	1	5
18	1	3.98236
18	1	3.64868
18	1	4.16667
18	0	5
18	1	5
18	0	4.5
18	0	4.33333
18	0	5.43648
18	0	4.91933
18	0	4.41354
18	1	4.57446
18	1	3.94432
18	1	5
18	1	5
18	1	4.25
18	1	3.16667
18	1	5
18	1	4.5
18	1	4
18	1	4.2735
18	1	5
18	0	4.07406
18	0	4.52163
18	0	4.27055
18	0	4.5
18	1	4.82818
18	1	3.54868
18	0	5.0262
18	1	4.31595
18	1	3.26824
18	0	4
18	0	3.90122
18	0	4.04725
18	1	5
18	1	4.90788
18	1	4.33333
18	1	4.89228
18	1	4
18	0	3.66667
18	0	3.43571
18	1	4.6416
18	1	4.65612
18	0	4.09573
18	0	4.53828
18	0	4.57245
18	0	4.57015
18	0	4.56519
19	0	4.16667
19	1	4.14192
19	0	5.00749
19	0	5
19	0	5
19	0	3.66667
19	0	5.49315
19	0	4
19	0	4.33333
19	0	5
19	0	5
19	1	4.1153
19	0	4.33333
19	0	4.54568
19	1	5
19	1	4.47034
19	0	4.55764
19	1	4.07268
19	1	4.76511
19	0	5.28033
19	0	4.55126
19	0	4.83333
19	1	4.72099
19	1	4.66912
19	0	4.01076
19	1	5
19	1	5.17685
19	0	4.57735
19	0	4.27807
19	0	4.42433
19	1	5
19	1	5
19	1	3.33333
19	1	4.83333
19	0	4.03793
19	1	4.50437
19	0	4.09813
19	1	4.5
19	1	4.33333
19	1	5
19	0	5
19	0	5
19	1	3.66667
19	0	4.83333
19	1	3.79863
19	0	4.96075
19	0	4.16667
19	1	5.1255
19	1	5
19	1	4.95084
19	1	4.50242
19	1	4.16667
19	0	5
19	1	5
19	0	4.5
19	0	4.33333
19	0	4.9319
19	0	4.5487
19	0	4.00357
19	1	4.2274
19	1	4.4725
19	1	5
19	1	5
19	1	4.25
19	1	3.16667
19	1	5
19	1	4.5
19	1	4
19	1	4.53528
19	1	5
19	0	4.33389
19	0	5.09612
19	0	3.80221
19	0	4.5
19	1	5.05984
19	1	3.71649
19	0	5.07091
19	1	4.41352
19	1	3.70664
19	0	4
19	0	4.98848
19	0	3.84102
19	1	5
19	1	4.88882
19	1	4.33333
19	1	4.53811
19	1	4
19	0	3.66667
19	0	3.94397
19	1	4.63213
19	1	4.40321
19	0	5.06669
19	0	4.76503
19	0	4.50786
19	0	5.56428
19	0	4.73295
20	0	4.16667
20	1	5.15239
20	0	4.83828
20	0	5
20	0	5
20	0	3.66667
20	0	4.41993
20	0	4
20	0	4.33333
20	0	5
20	0	5
20	1	3.6113
20	0	4.33333
20	0	5.33153
20	1	5
20	1	4.03419
20	0	5.02713
20	1	4.5392
20	1	4.65385
20	0	4.74327
20	0	4.75069
20	0	4.83333
20	1	5.36186
20	1	5.4411
20	0	3.66565
20	1	5
20	1	5.75931
20	0	4.5309
20	0	4.22489
20	0	4.2332
20	1	5
20	1	5
20	1	3.33333
20	1	4.83333
20	0	3.74731
20	1	5.20513
20	0	4.12065
20	1	4.5
20	1	4.33333
20	1	5
20	0	5
20	0	5
20	1	3.66667
20	0	4.83333
20	1	4.71283
20	0	4.85236
20	0	4.16667
20	1	5.04151
20	1	5
20	1	4.46038
20	1	4.12157
20	1	4.16667
20	0	5
20	1	5
20	0	4.5
20	0	4.33333
20	0	5.01038
20	0	5.29805
20	0	4.77583
20	1	4.66706
20	1	4.60152
20	1	5
20	1	5
20	1	4.25
20	1	3.16667
20	1	5
20	1	4.5
20	1	4
20	1	4.90442
20	1	5
20	0	4.62002
20	0	4.30327
20	0	4.55856
20	0	4.5
20	1	5.08697
20	1	5.30196
20	0	5.07048
20	1	4.38368
20	1	4.34065
20	0	4
20	0	4.71287
20	0	3.7752
20	1	5
20	1	5.758
20	1	4.33333
20	1	6.04689
20	1	4
20	0	3.66667
20	0	4.35053
20	1	4.60037
20	1	4.19019
20	0	4.61658
20	0	4.94437
20	0	4.53813
20	0	4.71507
20	0	5.33275
21	0	4.16667
21	1	4.87118
21	0	4.9625
21	0	5
21	0	5
21	0	3.66667
21	0	4.47083
21	0	4
21	0	4.33333
21	0	5
21	0	5
21	1	4.65923
21	0	4.33333
21	0	4.89085
21	1	5
21	1	3.7691
21	0	3.75289
21	1	4.29458
21	1	4.84705
21	0	5.35443
21	0	4.69447
21	0	4.83333
21	1	5.47481
21	1	5.215
21	0	4.0792
21	1	5
21	1	5.18075
21	0	4.71459
21	0	3.53666
21	0	4.40768
21	1	5
21	1	5
21	1	3.33333
21	1	4.83333
21	0	4.49143
21	1	4.51571
21	0	4.09371
21	1	4.5
21	1	4.33333
21	1	5
21	0	5
21	0	5
21	1	3.66667
21	0	4.83333
21	1	4.52671
21	0	4.97715
21	0	4.16667
21	1	4.53692
21	1	5
21	1	3.731
21	1	4.16675
21	1	4.16667
21	0	5
21	1	5
21	0	4.5
21	0	4.33333
21	0	5.05192
21	0	5.50812
21	0	3.90785
21	1	4.28147
21	1	4.64222
21	1	5
21	1	5
21	1	4.25
21	1	3.16667
21	1	5
21	1	4.5
21	1	4
21	1	3.90354
21	1	5
21	0	4.33776
21	0	4.86222
21	0	4.02133
21	0	4.5
21	1	5.08039
21	1	3.61051
21	0	4.92399
21	1	4.10549
21	1	3.96144
21	0	4
21	0	4.18192
21	0	4.44172
21	1	5
21	1	4.88912
21	1	4.33333
21	1	4.79444
21	1	4
21	0	3.66667
21	0	5.32631
21	1	4.64091
21	1	4.55499
21	0	4.21977
21	0	4.58819
21	0	4.60888
21	0	4.926
21	0	4.96435
22	0	4.16667
22	1	4.69595
22	0	5.17554
22	0	5
22	0	5
22	0	3.66667
22	0	4.94817
22	0	4
22	0	4.33333
22	0	5
22	0	5
22	1	4.18391
22	0	4.33333
22	0	5.79868
22	1	5
22	1	4.06473
22	0	4.38751
22	1	4.47443
22	1	4.85658
22	0	5.1922
22	0	4.43897
22	0	4.83333
22	1	5.22818
22	1	4.39332
22	0	3.44877
22	1	5
22	1	4.63843
22	0	4.74162
22	0	4.59748
22	0	3.95167
22	1	5
22	1	5
22	1	3.33333
22	1	4.83333
22	0	3.75542
22	1	4.57186
22	0	4.28278
22	1	4.5
22	1	4.33333
22	1	5
22	0	5
22	0	5
22	1	3.66667
22	0	4.83333
22	1	3.68757
22	0	5.23826
22	0	4.16667
22	1	5.47627
22	1	5
22	1	3.99701
22	1	4.11503
22	1	4.16667
22	0	5
22	1	5
22	0	4.5
22	0	4.33333
22	0	5.38962
22	0	5.75476
22	0	4.01098
22	1	4.66666
22	1	4.87786
22	1	5
22	1	5
22	1	4.25
22	1	3.16667
22	1	5
22	1	4.5
22	1	4
22	1	4.89282
22	1	5
22	0	4.78523
22	0	5.58969
22	0	4.29433
22	0	4.5
22	1	4.88633
22	1	4.11369
22	0	5.06122
22	1	4.5697
22	1	3.62386
22	0	4
22	0	5.03964
22	0	4.30314
22	1	5
22	1	5.3307
22	1	4.33333
22	1	4.67822
22	1	4
22	0	3.66667
22	0	4.72322
22	1	4.52447
22	1	4.9893
22	0	5.11893
22	0	5.23172
22	0	4.64778
22	0	5.29242
22	0	5.4575
23	0	4.16667
23	1	4.57548
23	0	4.73273
23	0	5
23	0	5
23	0	3.66667
23	0	5.62229
23	0	4
23	0	4.33333
23	0	5
23	0	5
23	1	3.35133
23	0	4.33333
23	0	4.59736
23	1	5
23	1	3.98606
23	0	4.36013
23	1	4.38089
23	1	4.76362
23	0	5.13661
23	0	4.50015
23	0	4.83333
23	1	4.86934
23	1	5.20944
23	0	3.25377
23	1	5
23	1	5.33604
23	0	4.84558
23	0	4.65263
23	0	3.79919
23	1	5
23	1	5
23	1	3.33333
23	1	4.83333
23	0	4.66284
23	1	4.4714
23	0	4.14464
23	1	4.5
23	1	4.33333
23	1	5
23	0	5
23	0	5
23	1	3.66667
23	0	4.83333
23	1	4.43105
23	0	4.83574
23	0	4.16667
23	1	5.50102
23	1	5
23	1	4.15206
23	1	4.6778
23	1	4.16667
23	0	5
23	1	5
23	0	4.5
23	0	4.33333
23	0	4.74006
23	0	5.01221
23	0	4.75052
23	1	5.03059
23	1	5.19177
23	1	5
23	1	5
23	1	4.25
23	1	3.16667
23	1	5
23	1	4.5
23	1	4
23	1	4.13204
23	1	5
23	0	5.14842
23	0	4.81513
23	0	4.24092
23	0	4.5
23	1	5.67848
23	1	4.16605
23	0	5.06473
23	1	4.38244
23	1	3.92618
23	0	4
23	0	4.41859
23	0	3.9362
23	1	5
23	1	5.06233
23	1	4.33333
23	1	4.61068
23	1	4
23	0	3.66667
23	0	4.28296
23	1	4.43923
23	1	4.10618
23	0	4.95882
23	0	4.55501
23	0	4.75156
23	0	4.97585
23	0	5.68806
24	0	4.16667
24	1	5.43077
24	0	4.98663
24	0	5
24	0	5
24	0	3.66667
24	0	5.04062
24	0	4
24	0	4.33333
24	0	5
24	0	5
24	1	4.21538
24	0	4.33333
24	0	4.72075
24	1	5
24	1	4.01592
24	0	5.02906
24	1	4.27898
24	1	4.26638
24	0	4.65777
24	0	4.53451
24	0	4.83333
24	1	5.04865
24	1	4.76269
24	0	4.14749
24	1	5
24	1	5.03138
24	0	4.26411
24	0	4.22293
24	0	3.69689
24	1	5
24	1	5
24	1	3.33333
24	1	4.83333
24	0	4.00533
24	1	4.58816
24	0	4.20025
24	1	4.5
24	1	4.33333
24	1	5
24	0	5
24	0	5
24	1	3.66667
24	0	4.83333
24	1	4.3358
24	0	4.57783
24	0	4.16667
24	1	5.05382
24	1	5
24	1	4.34798
24	1	4.34237
24	1	4.16667
24	0	5
24	1	5
24	0	4.5
24	0	4.33333
24	0	5.09535
24	0	5.15566
24	0	4.32801
24	1	4.36018
24	1	5.05176
24	1	5
24	1	5
24	1	4.25
24	1	3.16667
24	1	5
24	1	4.5
24	1	4
24	1	4.22945
24	1	5
24	0	4.55223
24	0	4.89478
24	0	4.00862
24	0	4.5
24	1	5.045
24	1	3.73968
24	0	5.07209
24	1	4.3199
24	1	3.55638
24	0	4
24	0	4.4685
24	0	3.92173
24	1	5
24	1	4.59168
24	1	4.33333
24	1	5.20977
24	1	4
24	0	3.66667
24	0	4.84748
24	1	4.58097
24	1	4.04559
24	0	4.44116
24	0	4.91949
24	0	4.56679
24	0	5.29192
24	0	4.35337
25	0	4.16667
25	1	5.31826
25	0	5.2349
25	0	5
25	0	5
25	0	3.66667
25	0	4.60347
25	0	4
25	0	4.33333
25	0	5
25	0	5
25	1	3.78704
25	0	4.33333
25	0	4.8733
25	1	5
25	1	3.29215
25	0	4.04946
25	1	5.00825
25	1	4.59701
25	0	5.13666
25	0	4.71694
25	0	4.83333
25	1	5.69449
25	1	4.77244
25	0	3.44619
25	1	5
25	1	5.23965
25	0	4.1821
25	0	3.71718
25	0	3.58856
25	1	5
25	1	5
25	1	3.33333
25	1	4.83333
25	0	4.17832
25	1	4.10001
25	0	4.08058
25	1	4.5
25	1	4.33333
25	1	5
25	0	5
25	0	5
25	1	3.66667
25	0	4.83333
25	1	4.25694
25	0	5.25934
25	0	4.16667
25	1	5.46752
25	1	5
25	1	4.63598
25	1	4.24766
25	1	4.16667
25	0	5
25	1	5
25	0	4.5
25	0	4.33333
25	0	4.66056
25	0	4.83821
25	0	4.45877
25	1	4.92664
25	1	5.17177
25	1	5
25	1	5
25	1	4.25
25	1	3.16667
25	1	5
25	1	4.5
25	1	4
25	1	3.98796
25	1	5
25	0	5.19059
25	0	4.40553
25	0	4.17232
25	0	4.5
25	1	5.19387
25	1	3.75898
25	0	4.93369
25	1	5.42319
25	1	3.99275
25	0	4
25	0	5.11697
25	0	3.67059
25	1	5
25	1	4.59666
25	1	4.33333
25	1	5.17816
25	1	4
25	0	3.66667
25	0	3.93819
25	1	4.57793
25	1	4.86923
25	0	5.07426
25	0	5.02102
25	0	4.16022
25	0	5.26894
25	0	4.69435
26	0	4.16667
26	1	4.58119
26	0	4.68479
26	0	5
26	0	5
26	0	3.66667
26	0	4.74573
26	0	4
26	0	4.33333
26	0	5
26	0	5
26	1	5.03408
26	0	4.33333
26	0	4.88299
26	1	5
26	1	4.39771
26	0	4.13736
26	1	3.61743
26	1	4.7026
26	0	5.07335
26	0	4.29693
26	0	4.83333
26	1	4.98445
26	1	5.08852
26	0	4.45669
26	1	5
26	1	4.52433
26	0	4.3102
26	0	4.14942
26	0	4.28442
26	1	5
26	1	5
26	1	3.33333
26	1	4.83333
26	0	4.55863
26	1	4.84428
26	0	4.16386
26	1	4.5
26	1	4.33333
26	1	5
26	0	5
26	0	5
26	1	3.66667
26	0	4.83333
26	1	4.36443
26	0	5.38223
26	0	4.16667
26	1	5.12455
26	1	5
26	1	4.86358
26	1	4.53158
26	1	4.16667
26	0	5
26	1	5
26	0	4.5
26	0	4.33333
26	0	5.58839
26	0	4.78856
26	0	4.32148
26	1	4.98435
26	1	5.18359
26	1	5
26	1	5
26	1	4.25
26	1	3.16667
26	1	5
26	1	4.5
26	1	4
26	1	4.01567
26	1	5
26	0	4.15026
26	0	4.16794
26	0	4.24978
26	0	4.5
26	1	5.1358
26	1	3.9612
26	0	5.08726
26	1	4.79513
26	1	3.84926
26	0	4
26	0	3.72674
26	0	4.45348
26	1	5
26	1	4.74826
26	1	4.33333
26	1	4.76584
26	1	4
26	0	3.66667
26	0	4.00815
26	1	4.63777
26	1	3.79335
26	0	4.82226
26	0	4.20581
26	0	5.11401
26	0	4.79752
26	0	4.94812
27	0	4.16667
27	1	5.41172
27	0	4.95983
27	0	5
27	0	5
27	0	3.66667
27	0	5.33644
27	0	4
27	0	4.33333
27	0	5
27	0	5
27	1	4.39508
27	0	4.33333
27	0	5.52641
